,nll,nll,mse,mse,signed_diff_mean,signed_diff_mean,signed_diff_std,signed_diff_std
,mean,std,mean,std,mean,std,mean,std
imputer_model,,,,,,,,
gmm_linear_heads_10x10,-70.77955425176904,687.9147860543083,5.462918912041257,3.706239051680759,-0.020516799143702337,0.06327859385530352,0.20923062463863754,0.08327559769312873
torch_mfa_10x10,-14.775838139622472,104.41319371080101,6.904233470204963,6.356647702776093,0.00036445648263979817,0.05628004008719868,0.2319380652453139,0.11290035060587852
