,nll,nll,mse,mse,signed_diff_mean,signed_diff_mean,signed_diff_std,signed_diff_std
,mean,std,mean,std,mean,std,mean,std
imputer_model,,,,,,,,
gmm_linear_heads,-885.8563034057618,435.39141779831346,10.030319875478744,7.001071768858006,0.01749195354641415,0.07440469823588043,0.0861811088398099,0.03162655512639472
torch_mfa,-815.600048828125,264.78413048253867,11.730749017000198,11.685274150863668,-0.008568741532508284,0.04274148532518323,0.10721431635320186,0.056279627169747194
