,imputer_model,nll,mse
0,gmm_linear_heads,-1051.83349609375,23.69519805908203
1,gmm_linear_heads,-1229.853271484375,17.669828414916992
2,gmm_linear_heads,-985.5269775390625,26.604820251464844
3,gmm_linear_heads,-1676.773681640625,5.002098560333252
4,gmm_linear_heads,-645.0258178710938,31.893798828125
5,gmm_linear_heads,-610.0684204101562,14.705305099487305
6,gmm_linear_heads,173.97801208496094,23.346195220947266
7,gmm_linear_heads,-1611.4644775390625,9.100018501281738
8,gmm_linear_heads,-1362.3087158203125,24.070920944213867
9,gmm_linear_heads,-1099.79052734375,16.46251106262207
10,gmm_linear_heads,-976.85986328125,14.822160720825195
11,gmm_linear_heads,-545.1270751953125,26.390369415283203
12,gmm_linear_heads,-1664.4437255859375,6.871263027191162
13,gmm_linear_heads,-1535.1136474609375,4.4967851638793945
14,gmm_linear_heads,-763.9103393554688,27.6373291015625
15,gmm_linear_heads,-1338.2293701171875,16.5448055267334
16,gmm_linear_heads,-1903.4466552734375,7.364590644836426
17,gmm_linear_heads,-1220.557861328125,16.008527755737305
18,gmm_linear_heads,-1430.637451171875,8.635285377502441
19,gmm_linear_heads,-43.55253219604492,38.823028564453125
20,torch_mfa,-997.8704223632812,18.846227645874023
21,torch_mfa,-1514.4417724609375,7.136068820953369
22,torch_mfa,-994.6221923828125,26.432926177978516
23,torch_mfa,-1757.2359619140625,3.670905351638794
24,torch_mfa,-872.615478515625,38.829097747802734
25,torch_mfa,-1056.11279296875,25.59048080444336
26,torch_mfa,-1885.1531982421875,7.490357398986816
27,torch_mfa,-1626.1864013671875,5.328917026519775
28,torch_mfa,-1039.86669921875,18.5733585357666
29,torch_mfa,-645.916748046875,39.7905158996582
30,torch_mfa,-1308.280517578125,16.32111167907715
31,torch_mfa,-617.666259765625,28.318824768066406
32,torch_mfa,-1545.3826904296875,8.762453079223633
33,torch_mfa,-1740.927490234375,5.395342826843262
34,torch_mfa,-1817.4931640625,6.535290241241455
35,torch_mfa,-1115.2003173828125,15.555059432983398
36,torch_mfa,-1821.1258544921875,4.155389308929443
37,torch_mfa,-764.2235717773438,44.2112922668457
38,torch_mfa,-1593.2374267578125,6.324836254119873
39,torch_mfa,-1597.17333984375,4.797797203063965
